isBot,submitter,statistics_type,previousWorkflowStep,type,uid,owningItem,scopeType,sortBy,id,owningComm,owner,scopeId,workflowItemId,ip,query,dns,workflowStep,userAgent,actor,referrer,rpp,_version_,sortOrder,bundleName,time,page,epersonid,owningColl
false,,view,,0,aa46e248-8eb0-4782-9066-cc6ab0ec6bd2,8e7b6dba-5ee2-4583-9e96-13cf8537bc13,,,a8dd69a4-9ae6-418b-a197-8946092d4f9b,"911b5033-fbee-4188-b1f8-48760405c3f4,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",,https://repository.urosario.edu.co/handle/10336/9302,,1723847078010945536,,ORIGINAL,2022-02-04T10:31:23.706Z,,,ef60454d-8c74-4704-9ff6-6bcf04eb2738
false,,view,,0,37325411-1ed2-4c10-beb8-128ae5a70106,8fd25b82-eb54-4fcc-8f97-d17367f6d9bd,,,ccf0416c-9bea-46b3-9f9c-f6b5b1b793fb,"c82e6e10-9f4d-4d20-ac11-b5b8c5075dc9,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",,https://www.google.com/,,1723847078196543488,,ORIGINAL,2022-02-04T10:31:23.883Z,,,b9d8ddaf-92e4-4605-9ca0-ec3fda98a6c4
false,,view,,0,cc54309b-71a1-4dcf-9972-78c83aa90523,e39bb23c-f64c-41bb-9e20-0822c5c42d0a,,,b9af96a2-3440-432f-8d07-ca596cd80ee7,"b3f11a6d-e7e4-4706-b217-02731d95013e,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Linux; Android 10; Hisense U3 2021) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36",,https://www.google.com/,,1723847080928083968,,ORIGINAL,2022-02-04T10:31:26.486Z,,,a622842a-9700-44b6-8ec4-c9130783c707
false,,view,,0,2a1a9767-29b0-4670-a735-c95fb8479ac3,5ede386b-0b87-490c-84ec-f9903e9b2479,,,b2d49709-1af5-4d01-a3c6-99923af743d6,"17cb0bd7-ce8c-489f-b64e-6ac1091cbc36,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.82 Safari/537.36",,,,1723847086757117952,,ORIGINAL,2022-02-04T10:31:32.045Z,,,b83c2857-8b35-4128-b756-6ab068142632
false,,view,,0,ce7e945b-424b-4831-9241-fb4ae6e97696,c71ddb5e-f23c-4fd0-83e0-0d0615ed445a,,,d87d264a-dea9-4743-b61b-c8086e85d639,"7557054f-7bc8-40d9-b798-5df38bffa79a,cc3c4709-65ee-4b90-a92b-c19ddd6405ca",,,,172.16.29.2,,172.16.29.2,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45,,,,1723847097173671936,,THUMBNAIL,2022-02-04T10:31:41.978Z,,,cc393638-57ad-42af-a063-ea8fa7240937
false,,view,,0,0d6ad568-b59e-43cf-a188-2bab8a6de4ad,feffe7e9-4acb-4cdf-9011-8e0c3e1f181e,,,36e80125-e2a5-4002-a1c5-8756b10931f3,"7557054f-7bc8-40d9-b798-5df38bffa79a,cc3c4709-65ee-4b90-a92b-c19ddd6405ca",,,,172.16.29.2,,172.16.29.2,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45,,,,1723847099388264448,,THUMBNAIL,2022-02-04T10:31:44.092Z,,,cc393638-57ad-42af-a063-ea8fa7240937
false,,view,,0,81b5dc24-f8a2-41a8-b5ff-38281a991d7c,1198b899-c4fc-4fe4-886a-5ddb60544b90,,,55f225b5-329e-42a1-8151-f42e6898066f,"7557054f-7bc8-40d9-b798-5df38bffa79a,cc3c4709-65ee-4b90-a92b-c19ddd6405ca",,,,172.16.29.2,,172.16.29.2,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45,,,,1723847102623121408,,THUMBNAIL,2022-02-04T10:31:47.175Z,,,cc393638-57ad-42af-a063-ea8fa7240937
false,,view,,0,5160c0dc-cbf9-4070-8e1f-bdf5a801ee6c,929e60ea-3373-4895-b6d6-a1c6a3601caa,,,43dcee54-1c2d-44a4-aea4-7f73ecd6cf19,"1f2e070a-9705-454e-ab51-11b881c6591d,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.109 Safari/537.36",,,,1723847107715006464,,ORIGINAL,2022-02-04T10:31:52.034Z,,,d162f664-59de-4900-a3f8-965072131fd8
false,,view,,0,743978d8-2ac0-4667-a017-0aba79d6f389,6ecee8c2-78f6-413e-a316-a9f47de2a2db,,,a0f14f33-3d18-4916-8b44-3572c9e197ee,"7557054f-7bc8-40d9-b798-5df38bffa79a,cc3c4709-65ee-4b90-a92b-c19ddd6405ca",,,,172.16.29.2,,172.16.29.2,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45,,,,1723847108898848768,,THUMBNAIL,2022-02-04T10:31:53.16Z,,,cc393638-57ad-42af-a063-ea8fa7240937
false,,view,,0,0c37eeb2-a81b-476d-9e1b-ef4b573d6ea9,8336e1f9-d935-4489-8a04-78ea88f61588,,,8402c40d-e509-4608-ac5c-931f49614d5d,"3d872456-b1d5-485f-8380-776b01276d11,08ac8ab1-18e1-4d20-95a9-ffb5fa07ffcb,613643f7-7039-4ae2-8191-5ce5cf0ebda8",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36",,,,1723847114307403776,,ORIGINAL,2022-02-04T10:31:58.318Z,,,7bf2ea4f-314b-4500-b1f0-ae37d0816411
