isBot,submitter,statistics_type,previousWorkflowStep,type,uid,owningItem,scopeType,sortBy,id,owningComm,owner,scopeId,workflowItemId,ip,query,dns,workflowStep,userAgent,actor,referrer,rpp,_version_,sortOrder,bundleName,time,page,epersonid,owningColl
false,,view,,0,3548700c-fec9-469f-8a19-66775e027f56,9771c4d4-f232-47d9-b943-974dd06d68ae,,,6d970520-6b36-4ad0-bcc9-45702bbb9b7e,"72778ee9-194c-46d9-b6cb-1f514f068f5a,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",,https://www.google.com/,,1720742199487889416,,ORIGINAL,2021-06-30T16:29:14.964Z,,,8553c6a6-2d9f-46d9-84f5-d3d7666da900
false,,view,,0,2d0d7b7b-4109-43b7-89dc-ac0c83bd6d4c,de9feb94-9f36-46a9-8118-773beb88664c,,,6a44fd52-94c4-4057-9610-27acb3559821,80bf2218-b06e-4dcb-ba1a-6cfe3dec7659,,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",,https://www.google.com/,,1720742199487889417,,ORIGINAL,2021-06-30T16:29:15.125Z,,,2a7828a5-0ee1-4dac-b3b0-864223f540f4
false,,view,,0,cfcb2523-1384-488f-acda-5eb69e5d7ef1,ac83ef88-c8a6-4509-a710-a03e93d64bf4,,,183faa0f-dd03-4b6d-bd9b-f94af1efca46,"ccac3cf8-9a7b-4a79-828f-4bad717f43de,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Linux; Android 8.1.0; AX688 Build/OPM2.171019.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36",,https://repository.urosario.edu.co/handle/10336/10736,,1720742199487889418,,THUMBNAIL,2021-06-30T16:29:16.44Z,,,ecdf1786-aef2-47fd-9788-dfc37d816227
false,,view,,0,7d5bf14a-a646-402b-b938-3f845f8187d6,ce6b12d1-0352-49e3-b0c8-185701f7b7fe,,,f62d65b0-81e9-4521-9577-727e10a25232,"911b5033-fbee-4188-b1f8-48760405c3f4,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",,,,1720742199487889419,,ORIGINAL,2021-06-30T16:29:18.924Z,,,20591719-97a9-430b-96e0-ee4357d61a59
false,,view,,0,f1d9ed6e-a3fd-406e-8144-106540604379,48322023-88c6-4de7-9255-e6526a5df6c9,,,0f3e88d9-6544-4b62-9cc0-a372ebef7fe1,"ccac3cf8-9a7b-4a79-828f-4bad717f43de,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",,,,1720742199487889420,,THUMBNAIL,2021-06-30T16:29:25.805Z,,,207c7680-12ab-4eda-b6a6-b0fe2c548cef
false,,view,,0,2d71ae70-226e-4260-932e-9f1035451b6b,cbe5d7cf-f899-4023-8945-a78d5e662103,,,0722218a-64c3-4c28-a47d-b629e4a7c5b7,"ccac3cf8-9a7b-4a79-828f-4bad717f43de,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",,,,1720742199487889421,,THUMBNAIL,2021-06-30T16:29:26.468Z,,,207c7680-12ab-4eda-b6a6-b0fe2c548cef
false,,view,,0,0aee6aee-d8a0-4e78-b5ee-b98a51be75ec,f29c43f6-6cc4-41e2-9a59-5d116bcb2d8d,,,24c4cfa9-62dd-4ead-b01d-5f7aefadcf55,"5261d5b5-ff4e-4da6-9c0a-ebdb5b3df3cf,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",,https://www.google.com/,,1720742199488937984,,ORIGINAL,2021-06-30T16:29:33.126Z,,,27738c58-8645-475f-a864-501584c731f6
false,,view,,2,acd3860c-8ab8-4e48-8663-a3c77e639db6,,,,ac83ef88-c8a6-4509-a710-a03e93d64bf4,"ccac3cf8-9a7b-4a79-828f-4bad717f43de,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Linux; Android 8.1.0; AX688 Build/OPM2.171019.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36",,,,1720742199488937985,,,2021-06-30T16:29:40.403Z,,,ecdf1786-aef2-47fd-9788-dfc37d816227
false,,view,,0,41b3496c-3a8e-4b3f-a00b-f074e8004f8b,d6e069c9-4626-4c84-893b-8a4a45177e2f,,,e3c27430-bce4-437c-82b0-7a262f3f11fb,"911b5033-fbee-4188-b1f8-48760405c3f4,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,Dalvik/2.1.0 (Linux; U; Android 7.0; SM-J710MN Build/NRD90M),,,,1720742199488937986,,ORIGINAL,2021-06-30T16:29:46.4Z,,,ef60454d-8c74-4704-9ff6-6bcf04eb2738
false,,view,,0,58640e59-1b79-4aa8-ae05-f9ba3bf69307,abbf4787-c345-4225-b796-ea8188ad5035,,,bb4099f7-c7e8-4796-a98c-b35433daba57,"911b5033-fbee-4188-b1f8-48760405c3f4,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,Dalvik/2.1.0 (Linux; U; Android 8.1.0; CAG-L23 Build/HUAWEICAG-L23),,,,1720742199488937987,,ORIGINAL,2021-06-30T16:29:56.439Z,,,20591719-97a9-430b-96e0-ee4357d61a59
