isBot,submitter,statistics_type,previousWorkflowStep,type,uid,owningItem,scopeType,sortBy,id,owningComm,owner,scopeId,workflowItemId,ip,query,dns,workflowStep,userAgent,actor,referrer,rpp,_version_,sortOrder,bundleName,time,page,epersonid,owningColl
false,,view,,0,e5216a6c-d2b1-4e44-8868-a61b5062b292,82be1b02-3b37-437c-aa3f-392a7ac0753c,,,306cbb27-6187-4a54-b147-c9811757df94,"5741d697-eff3-44a4-bb13-18498b05a203,a538e89b-4387-4b82-9c07-37ab24021e22,80bf2218-b06e-4dcb-ba1a-6cfe3dec7659",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36",,https://repository.urosario.edu.co/handle/10336/18629,,1728823075156262912,,THUMBNAIL,2022-03-31T08:42:44.382Z,,,558fe51f-7fe3-48f9-84df-bca340fdd594
false,,view,,0,ed5d5e3e-60d9-4b60-8fcb-b52a27882c91,bd6883d6-c4dd-42c9-b225-6ede4c12903e,,,7511da59-c05b-4037-82bf-bdae216cd468,"911b5033-fbee-4188-b1f8-48760405c3f4,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",,https://repository.urosario.edu.co/handle/10336/561/discover?rpp=10&etal=0&query=ING+CIVIL&group_by=none&page=2,,1728823077439012864,,THUMBNAIL,2022-03-31T08:42:46.558Z,,,20591719-97a9-430b-96e0-ee4357d61a59
false,,view,,0,a6a00d40-6bc8-4c47-aed1-82b1b4e7b251,0a347e6a-b9b2-4094-a87b-50dbe338a5d2,,,a165741e-943e-4a81-84a3-f4bbe873a02e,"a494128d-578d-4d1e-a68d-224c77daaac5,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",,https://repository.urosario.edu.co/handle/10336/561/discover?rpp=10&etal=0&query=ING+CIVIL&group_by=none&page=2,,1728823077448450048,,THUMBNAIL,2022-03-31T08:42:46.568Z,,,82e049fa-7e04-4a19-9cd2-0f6f0796f473
false,,view,,0,59f94fca-12ec-42cc-97f8-c35fb37f45cd,c95fb924-4adf-464b-9b28-d82593588303,,,e1ba137b-12e2-42c3-9241-cb13224c2648,"ccac3cf8-9a7b-4a79-828f-4bad717f43de,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",,https://repository.urosario.edu.co/handle/10336/561/discover?rpp=10&etal=0&query=ING+CIVIL&group_by=none&page=2,,1728823077602590720,,THUMBNAIL,2022-03-31T08:42:46.712Z,,,c8595378-9119-407d-b8c3-fa1aa09dc58f
false,,view,,2,d690890b-3b80-4964-a184-dad660032e7d,,,,d055fce3-161c-47b3-acb0-85eb47b8a589,"72778ee9-194c-46d9-b6cb-1f514f068f5a,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",,https://scholar.google.es/,,1728823078833618944,,,2022-03-31T08:42:47.889Z,,,a6ec3487-61d1-4f84-8e12-419284c94c66
false,,view,,0,5e4e8048-b403-404f-81bb-be3b61231486,ff4df2e8-4bec-4df3-befa-73dcb3480a72,,,dec23175-d779-4ec8-8bd5-7ed7d3089c6c,"feb47888-060c-4a00-bb78-efe2eabf44ad,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",,https://repository.urosario.edu.co/handle/10336/561/discover?rpp=10&etal=0&query=ING+CIVIL&group_by=none&page=2,,1728823080121270272,,THUMBNAIL,2022-03-31T08:42:49.116Z,,,0ac16dff-e338-4879-b6f6-c860f02c17f4
false,,view,,0,a9443212-20ff-446a-a23e-7902f6ee6dcf,d055fce3-161c-47b3-acb0-85eb47b8a589,,,075e2061-73fc-466f-a2e4-61d1d2c43d94,"72778ee9-194c-46d9-b6cb-1f514f068f5a,bd0725a3-060c-4c71-8ec4-1890d5025b68",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",,https://repository.urosario.edu.co/handle/10336/11983,,1728823082920968192,,THUMBNAIL,2022-03-31T08:42:51.785Z,,,a6ec3487-61d1-4f84-8e12-419284c94c66
false,,view,,2,ff7e028b-e957-4c58-921d-b55780988b9c,,,,3b4c1f50-c8d4-4fdb-be8a-0574ca3ddd77,"09150740-cf35-429d-afe1-5d286a84022b,d69d9eae-f280-4ab1-b045-c3e6f1d36b44",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Linux; Android 11; moto g(30)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36",,https://www.google.com/,,1728823086257537024,,,2022-03-31T08:42:54.969Z,,,2dd1dc1c-3a00-4a21-8bd3-0456c41cc37d
false,,view,,0,80cee932-94a6-4c66-ab7d-1bf78633af9e,b5cd4571-fc40-4d9e-9c60-b00950cc3659,,,27ff4aec-4672-40bc-b62b-d495d6f51d2b,"c82e6e10-9f4d-4d20-ac11-b5b8c5075dc9,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36",,https://www.google.com/,,1728823098766000128,,ORIGINAL,2022-03-31T08:43:06.895Z,,,5cefe0e3-110b-49f2-9016-faeba3c764e6
false,,view,,0,6c76dbb1-adb1-4ca0-99d0-f713c2cf5e86,d2266151-c580-467e-8af4-6ce69a408225,,,8d9bd151-1be9-44b7-84c7-a643d1096a29,"a494128d-578d-4d1e-a68d-224c77daaac5,8c410bc0-6fe9-4832-a1fe-6e6463bb8ff2",,,,172.16.29.2,,172.16.29.2,,"Mozilla/5.0 (Linux; Android 10; Mi 9T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36",,https://www.google.com/,,1728823099675115520,,ORIGINAL,2022-03-31T08:43:07.765Z,,,b36c2e56-c1fc-4d0a-b69c-3bd9d2b30b60
